Action_Name,date,Processed_Features
sdfsync,2022-10-18 18:53:16,"['environment synchronized', 'sync netsuite environment local repository']"
Sealed Secretes Updater Action,2023-10-04 11:57:18,"['github action sealed secret updater', 'github action updating sealed secret manifest based different secret input', 'relative path documentation file']"
Search Docker Tag,2023-09-22 16:33:48,"['python regex pattern searched tag must match', 'full name image', 'id first matching tag', 'search last docker tag matching given pattern']"
Secret (input) gate,2020-07-07 15:33:43,"['validator fail', 'allows checking value set', 'optional action fail error', 'set action status failed quality gate status error']"
Secret Injector,2021-04-28 01:01:05,"['workflow input', 'fetch doppler secret specific pullrequestoject config', 'worker secret']"
Secret to File,2023-03-25 22:57:15,"['specify input folder', 'name pinned file', 'define file permission', 'create compilation result file', 'use base64 encoded image']"
Secrets to environment variables,2021-10-15 14:58:51,"['create env file github secret', 'store plivo auth id secret environment variable']"
secrets-token-selector,2022-11-23 18:59:35,"['pullrequestoject id', 'input data point value']"
Securty Area,2020-12-17 22:40:27,"['track duration deployment millisecond', 'number millisecond wait']"
Select SSH key per repository,2023-05-29 21:16:50,['define ssh key per repository']
Select Star dbt Impact Report,2023-09-28 19:56:48,"['pullrequestoject id', 'add downstream lineage impact context pull request', 'select star access token', 'git access token', 'select star api instance url', 'specify repository', 'matching guid data source linked informed repository', 'repository pull request analysed']"
Select target action,2022-09-11 06:57:01,"['working directory github step', 'set auth', 'working directory ply execution', 'configure matrix job directory', 'file path generated schema']"
SeleniumCICD,2022-03-01 14:14:02,"['optional argument detail httpsjmeterapacheorgusermanualgetstartedhtmlnongui', 'selenium pytest plan execute', 'run docker selenium python pytest pytest allure']"
Self Docker,2023-03-02 19:06:50,"['image send', 'build docker image', 'image tag']"
Self-hosted AWS EC2 runners on-demand for GitHub Actions,2020-12-13 11:40:57,"['feature 5 multiuser support', 'feature 4 customizable dashboard', 'feature 2 data encryption', 'feature 1 user authentication', 'feature 3 realtime update', 'feature 6 automated backup', 'feature 8 advanced analytics', 'feature 7 integration thirdparty apis']"
Self-hosted runner registration token provider,2021-09-29 14:56:31,"['scope registration token', 'githubtoken token pat', 'create github action automatic creation registration aws ec2 instance selfhosted runner', 'registration token selfhosted runner', 'expiration time token']"
Selfhosted Overleaf Git Sync,2021-12-23 22:22:39,"['manage active cookie overleaf account', 'take backup overleaf', 'github context', 'id pullrequestoject want bot take automatic snapshot']"
Semantic branch version,2020-07-04 13:26:38,"['pull request branch name', 'fetch branch name']"
Semantic Changelog Generator,2023-02-12 09:20:53,"['generate pullrequestetty changelog semantic commits', 'get base ref git log', 'get head ref git log']"
Semantic Release Action,2019-08-28 03:08:09,"['run semanticrelease', 'export version variable use subsequent action', 'respect releasercjs repo']"
Semantic Release Github Action from 90dy,2023-09-26 06:40:32,['run semanticrelease github action option cli list module file path containing shareable configuration import shareable configuration order defined option defined via cli argument configuration file take pullrequestecedence one defined shareable configuration define branch release happen release regular release default distribution channel branch master release regular release distribution channel matching branch name existing branch name matching maintenance release range release regular release next distribution channel branch next exists release regular release nextmajor distribution channel branch nextmajor exists release pullrequestereleases beta distribution channel branch beta exists release pullrequestereleases alpha distribution channel branch alpha exists configure repository url configure git tag format used semanticrelease identify release define list plugins use run plugins series order defined step implement configure plugins configuration wrapping name option object array get pullrequesteview pending release dryrun mode skip following step pullrequestepare publish addchannel success fail dryrun mode pullrequestint next version release note console dryrun mode verify repository push permission dryrun mode skip continuous integration environment verification output debugging information']
Semantic Release Github Action,2021-07-04 12:17:10,['create github release generation']
Semantic Release Notes Generator,2021-03-10 21:13:28,"['version publish', 'generates release note', 'generates release note using semanticreleasereleasenotesgenerator', 'tag stop gather commits tagged commit included', 'github token used query repository usually secretsgithubtoken', 'tag start gather commits tagged commit included']"
Semantic Release Preview,2020-09-03 16:38:41,"['assign release group', 'create release', 'increment majorminorpatch version', 'commit sha head last commit include', 'determine distribution channel', 'get name release branch', 'evaluate next release version semanticrelease', 'get git tag associated release']"
Semantic Release Version Evaluator,2021-06-23 22:40:52,"['changelog markdown format', 'next release version', 'set release branch separated newline', 'evaluate next release version semanticrelease', 'branch pullrequestefix comma separated one']"
Semantic Releasify,2023-08-31 17:01:19,"['input data point value', 'pullrequestoject id']"
Semantic Version (SemVer) Aliases,2021-05-03 13:35:06,"['get major version part image tag', 'include patch version alias', 'include minor version alias', 'semantic version generate alias', 'commaseparated string alias', 'newline separated string alias', 'string pullrequestepend front alias']"
Semantic version bump per branch and tag,2019-10-13 14:04:16,"['bump push git tag merge', 'generated tag']"
Semantic Version Comparator,2021-11-25 13:20:49,"['compare validate two semver string', 'comparator symbol use', 'get current field value', 'value chart']"
Semantic Version Generator,2021-05-09 03:32:20,"['view apim endpoint url', 'automagic semantic version generator', 'use already cloned repository current directory', 'configuration file', 'calculated semantic version']"
Semantic Version Manager,2023-09-15 02:42:59,"['minor version', 'set full semantic version', 'specify pullrequestevious generation version', 'handle semantic versioning tag repository', 'set major minor version', 'release type minor major patch', 'helm major version', 'explicitly set version use', 'set git tag', 'patch version', 'clone repository set path']"
Semantic Version Release,2021-09-12 16:56:21,"['semantic version range', 'create github release generation', 'github context', 'update major minor tag accordingly', 'human friendly release pullrequestefix', 'handle semantic versioning tag repository', 'get release url', 'scan pullrequestojects qodana github', 'file path asset upload']"
Semantic Versioning Checkout,2021-09-11 13:33:33,"['selects least scope necessary', 'get semantic version current state repository', 'patch version', 'version rule check', 'release pullrequestomotion', 'handle semantic versioning tag repository', 'download application file', 'minor version', 'checkout complete git repository', 'repository name owner', 'helm major version', 'checkout repository', 'get version code build number', 'checkout submodules recursively', 'execute git clean ffdx git reset hard head fetching', 'recommendation use service account least permission', 'postjob step remove pat', 'personal access token pat used fetch repository']"
Semantic Versioning Releaser,2019-09-26 20:32:33,"['branch tag', 'automatically create release tag based file updated commit jsts pullrequestojects']"
semantic-helper-tag,2022-05-15 00:06:15,"['test tag existence', 'tag', 'validate changelog file extract current release information']"
semantic-poetry,2023-08-13 17:41:21,"['set current tag', 'read main branch', 'pypi token', 'controller python version', 'display current package version', 'newly created release', 'release github pypi poetry pythonsemanticrelease', 'github context']"
semantic-pull-request-name,2019-11-08 08:47:49,['ensure pullrequest title match conventional commits spec']
semantic-pull-request,2019-11-08 08:47:49,['ensure pullrequest title match conventional commits spec']
semantic-release-conventional-action,2021-12-03 18:07:12,"['command run package installation', 'semantic version range', 'conventionalcommits']"
semantic-versioning-maven,2022-06-02 09:55:55,"['update change request servicenow devops', 'specify github access token', 'specify parent pomxml location', 'increment maven version pom child', 'override message successful run', 'associate commit email address']"
semantic-versioning-tag,2021-03-18 16:32:35,"['minor version', 'get build result metadata', 'specify pullrequestevious generation version', 'push docker image semantically versioned tagsreleases ghcrio', 'patch version', 'helm major version']"
semgrep-action,2020-02-02 05:08:45,"['run sgrep given config return finding', 'sgrep finding', 'config path', 'target branch']"
semrel-analyze,2022-06-05 16:11:38,"['return name package monorepo', 'next semantic version generated', 'suggests next version tag based conventional commits', 'return log conventional commits analyzed since last tag', 'include last git commit id release note', 'analyzes conventional commits repo suggest next semantic version tag relative last version tag', 'url repo']"
SemVer Check Action,2023-06-27 20:55:51,"['display current package version', 'validate semver version', 'transition default branch']"
Semver Conventional Commits,2022-02-16 05:16:31,"['calculate next release version based conventional commits since latest tag', 'fetch list commits compare', 'next version number format v000', 'github context', 'latest tag without pullrequestefix']"
Semver Extract,2020-09-01 22:21:30,"['get build major version', 'generates patch version created release', 'get version used build', 'type version increment', 'retrieve path file containing current version number', 'get minor version current release', 'generates minor version created release', 'get next version code', 'get major version current release', 'semantic version range', 'get patch version current release', 'specify current action step', 'display current package version']"
Semver Release by Label,2019-09-26 20:32:33,"['branch tag', 'automatically create release tag based file updated commit jsts pullrequestojects']"
Semver Release Manager,2020-05-15 15:02:54,"['specify github access token', 'trigger time tracking', 'create github release generation', 'generated tag', 'use bump command']"
Semver release type,2022-03-21 15:22:18,"['pullrequestoject id', 'input data point value']"
Semver Release,2019-09-26 20:32:33,"['branch tag', 'automatically create release tag based file updated commit jsts pullrequestojects']"
SemVer Tag from PR,2022-05-31 19:27:27,"['allowed github permission invoke issueops command', 'label override minor change', 'label override none change', 'label override major change', 'old tag management', 'trunk repository management', 'label override patch change', 'repository cloning', 'new tag management']"
Semver tags,2021-05-03 13:25:47,"['get next version code', 'set content type artifact', 'get pullrequestevious semver tag calculates next version', 'specify pullrequestevious generation version', 'tag git ref specified inferred version', 'run pullrequestecommit hook', 'create new tag', 'calculates version number', 'determines value incremented']"
SemVer Validation Action,2020-03-17 21:23:41,"['greet someone record time', 'greet', 'time greeted']"
SEMVER validator,2020-03-17 21:23:41,"['greet someone record time', 'greet', 'time greeted']"
SemVer workflow,2021-01-25 21:01:40,"['create update bin', 'release branch']"
semver-action,2021-05-13 21:59:23,"['specify generator version', 'true calculated tag pullrequesterelease', 'text repullrequestesenting pullrequesterelease identifier', 'tag used calculate next semantic version', 'bump strategy semantic versioning', 'ancestor tag based specific pattern', 'read main branch', 'specify branch finalize', 'specify repository', 'pullrequestefix used pullrequestepend final version', 'enable request debug', 'semantic version range']"
semver-release-branch,2021-05-04 09:03:57,['channel']
Send custom variable to Meercode Build,2021-01-04 06:53:40,"['value deployment url', 'specify custom url selfhosted lagon instance', 'value meercode token']"
Send Email Action (Node),2020-02-06 23:40:06,"['server', 'send email list recipient workflow finish', 'get user email address', 'get access token secret', 'email', 'commaseparated list image', 'smtp server address', 'set email body text']"
Send email with service,2019-11-19 21:22:36,"['subject mail message', 'full name mail sender', 'send email multiple recipient', 'body mail message', 'smtp server address', 'recipient mail address separated comma', 'authenticate user smtp server']"
Send job status to Azure Queue,2020-03-22 20:50:42,"['send message specific queue', 'store azure queue storage account', 'get exit status last job', 'send json data azure queue', 'send last job status metadata azure queue', 'use service account key authentication']"
Send Message On Telegram,2023-09-07 19:37:43,"['telegram bot token', 'send message header', 'send message telegram user', 'manage telegram chat id']"
Send Nodemailer,2020-01-22 00:56:34,"['input data point value', 'get started container action']"
Send RCON commands to minecraft server,2021-03-15 21:52:42,"['greet someone record time', 'greet', 'time greeted']"
Send releases to slack,2021-08-10 03:58:44,"['changelog markdown format', 'post message slack', 'get link openapi url']"
Send Slack Notification Action,2022-08-07 12:54:20,"['post message slack', 'get resolved channel id', 'specify github access token', 'report current build status slack', 'add custom summary message', 'slack bot user token', 'add custom extra message', 'pullrequestovide custom run name', 'update message slack', 'specify matrix job']"
Send to Allure Docker Service,2022-01-19 14:56:01,"['greet', 'greet someone']"
Send Workflow Notifications,2021-03-16 20:30:57,"['send notification workflow run based yml config file', 'smtp server address', 'get password ssh server', 'specify path settingsxml file']"
SendGrid sync,2020-12-28 07:03:07,"['pullrequestoject id', 'input data point value']"
SensuFlow,2020-11-20 19:09:14,"['leetcode account password', 'manage comma separated list path scan', 'custom ca pem string', 'set repo description', 'manage sensu resource using sensuctls pullrequestune delete command', 'set sensu label selector', 'set sensu backend url', 'pas optional argument sensuctl configure']"
Sentry React Release,2022-06-12 08:46:45,"['build deploy react app', 'create release', 'create deployment image']"
Sentry Release (with custom URL),2020-06-17 17:53:56,"['pullrequestoject id', 'input data point value']"
Sentry Release Action,2019-10-24 21:04:13,"['send release sentry', 'set release name', 'environment deploy', 'get pullrequestoject slug', 'use organization slug command']"
Sentry Release,2020-06-17 17:53:56,"['pullrequestoject id', 'input data point value']"
SEO Action,2021-09-13 02:01:51,"['pullrequestoject id', 'input data point value']"
serato-lhci-notification,2021-11-22 21:39:47,"['matrix name job desktop mobile', 'sha commit triggered workflow', 'webhook url slack channel', 'get test result json format', 'post lhci performance test result slack', 'url workflow action running within', 'link lighthouse result', 'time action completed', 'git revisionbranch test running']"
Server Breakout,2021-01-18 18:56:31,"['ctp url', 'specify irc server hostname', 'ctp username', 'disconnect parasoft service virtualization server', 'password']"
Server Reduction,2021-01-18 18:56:31,"['ctp url', 'specify irc server hostname', 'ctp username', 'disconnect parasoft service virtualization server', 'password']"
Server Shell,2021-11-23 14:34:38,"['server login username', 'use pullrequestivate client key', 'server ip', 'execute shell server', 'action app deployment ssh']"
Serverless Action with webpack,2022-11-04 10:57:31,['serverless action']
Serverless latest versions,2020-06-11 17:29:00,['deploy manage serverless workload']
Serverless with Python Requirements and WSGI,2022-08-20 14:57:19,"['additional cmake argument', 'run serverless deploy using serverlesspythonrequirements serverlesswsgi plugins']"
Serverless with Python Requirements,2020-03-03 17:54:31,"['additional argument want set', 'run serverless deploy using serverlesspythonrequirements serverlesswsgi plugins']"
serverleta,2023-02-10 17:55:40,"['compare cloudformation plan generated serveless pullrequestojects post diff result comment pull request', 'manage s3 bucket', 'build id']"
ServiceNow CICD Activate Plugin,2020-09-25 11:27:28,"['activate desired plugin servicenow instance', 'plugin id installed']"
ServiceNow CICD Apply Changes,2020-09-25 10:10:03,"['update local application', 'apply remote change', 'apply change local application']"
ServiceNow CICD Batch Install,2021-04-15 11:10:22,"['source payload', 'json payload', 'batch install', 'name json file', 'url rollback batch']"
ServiceNow CICD Install App - Custom Domain Enabled,2020-09-25 10:56:37,"['install scanapi version', 'installs specified application application repository onto local instance', 'rollback version']"
ServiceNow CICD Install App,2020-09-25 10:56:37,"['install scanapi version', 'installs specified application application repository onto local instance', 'rollback version']"
ServiceNow CICD Instance Scan - Non Default Instance Domain,2021-04-21 14:26:40,"['5 type scan choose', 'suite combo scan', 'suite update scan', 'instance scan feature', 'payload params', 'full scan', 'run scan pullrequestoxy mode', 'point scan', 'url']"
ServiceNow CICD Instance Scan,2021-04-21 14:26:40,"['5 type scan choose', 'suite combo scan', 'suite update scan', 'instance scan feature', 'payload params', 'full scan', 'run scan pullrequestoxy mode', 'point scan', 'url']"
ServiceNow CICD Publish App - With Custom Domain,2020-09-25 10:44:56,"['incremented version', 'exact detect autodetect template', 'publishes specified application application repository', 'application version publish', 'rollback version', 'developer note store application', 'version template like 24']"
ServiceNow CICD Publish App,2020-09-25 10:44:56,"['incremented version', 'exact detect autodetect template', 'publishes specified application application repository', 'application version publish', 'rollback version', 'developer note store application', 'version template like 24']"
ServiceNow CICD Rollback App - Custom Domain for Instance,2020-09-25 11:09:16,"['application version rollback', 'initiate rollback specified application specified version']"
ServiceNow CICD Rollback App,2020-09-25 11:09:16,"['application version rollback', 'initiate rollback specified application specified version']"
ServiceNow CICD Rollback Plugin,2020-09-25 11:43:04,"['plugin id rolled back', 'activate desired plugin servicenow instance']"
ServiceNow CICD Run ATF Test Suite - Custom Domain For Instance,2020-09-25 11:56:09,"['specify operating system', 'set browserstack username', 'start specified automated test suite', 'test suite name required']"
ServiceNow CICD Run ATF Test Suite,2020-09-25 11:56:09,"['specify operating system', 'set browserstack username', 'start specified automated test suite', 'test suite name required']"
Set and export environment variable in powershell,2020-11-26 15:48:26,"['set field value', 'export environment variable', 'set export environment variable using powershell available step follow', 'set export layer', 'set content type artifact']"
Set and export environment variable,2020-11-24 13:53:48,"['append path specified window environment variable', 'append path specified window environment variable name append path append path append path append path append path append path append path append path', 'permanently append path specified window environment variable', 'version variable version source', 'append path environment variable']"
Set as Pre Release,2022-02-25 00:05:32,"['displaying repository name', 'release pullrequestomotion', 'token user repository', 'handle response', 'specify name target pullrequestoject', 'response status code']"
Set CSProj Version Fork,2022-04-18 04:26:24,"['return string commits current repository message matching regular expullrequestession', 'readswrites version fromto cspullrequestoj', 'semver version', 'support nonsemver version format', 'retrieve xpath version element', 'verifies set version string', 'retrieve current version given cspullrequestoj']"
Set CSProj Version,2022-04-18 04:26:24,"['return string commits current repository message matching regular expullrequestession', 'readswrites version fromto cspullrequestoj', 'semver version', 'support nonsemver version format', 'retrieve xpath version element', 'verifies set version string', 'retrieve current version given cspullrequestoj']"
Set Git User,2021-07-03 13:15:10,['set github action workflow cordovaquasar environment']
Set Github User Status from Steam,2022-06-26 15:49:25,['update github user pullrequestofile status game currently played steam']
Set Google Cloud Datastore Entity,2020-02-18 06:28:43,"['track duration deployment millisecond', 'number millisecond wait']"
Set Label When Approved (2023),2020-10-24 10:14:15,"['add remove', 'require appullrequestoval person write access repo', 'specify pullrequestevious generation version']"
Set Label When Approved,2020-10-24 10:14:15,"['add remove', 'require appullrequestoval person write access repo', 'specify pullrequestevious generation version']"
Set matrix job workdir,2022-04-02 14:10:21,"['create workdir dynamically', 'use deplytargetjson', 'set githubtoken coverallsrepotoken', 'terragrunt working directory', 'pull request number']"
Set monday.com Item State,2022-03-23 10:53:29,"['api access token mondaycom', 'column id update', 'item id suffix', 'status list update', 'item id', 'pullrequestoject id', 'column title update', 'item id extraction']"
Set Node Package Version,2022-04-18 04:10:31,"['read packagejson given file folder', 'return string commits current repository message matching regular expullrequestession', 'display current package version', 'verifies set version string']"
Set Output Value,2023-01-14 20:50:46,"['set output step text value', 'show value console', 'input data point value', 'value chart']"
Set persistent value,2021-04-18 11:59:29,"['set secret key', 'get value setting', 'store retrieves value', 'get value persists github action job workflow']"
Set PR Status,2022-01-30 15:52:10,"['pullrequestovide data file reference', 'specify name target pullrequestoject', 'state pullrequest', 'generate comment pullrequest link asset version url', 'git repository name', 'short description status']"
Set project version,2021-10-16 20:01:19,"['version id', 'specify pullrequestevious generation version', 'file syncing']"
Set text output,2021-09-16 00:39:14,"['set job output', 'set router variable name', 'set markdown content job output', 'maintain markdown format']"
Set Timezone,2020-09-13 06:10:41,"['desired timezone window', 'desired timezone linux', 'desired timezone macos', 'timezone notification']"
Set Unity Bundle Version,2022-04-18 04:41:27,"['readswrites version fromto cspullrequestoj', 'return string commits current repository message matching regular expullrequestession', 'read different filefolder', 'semver version', 'set current bundleversion given unity pullrequestojectsettingsasset', 'verifies set version string']"
Set up a PureScript toolchain,2020-08-01 22:36:36,"['get version installed codechecker package', 'install purescript toolchain', 'install compiler version specific version', 'install spago version']"
Set up a Rust toolchain,2019-08-15 17:16:59,"['get started node action', 'input data point value']"
Set up ABQ,2022-10-20 23:32:13,"['install aws cli', 'abq api token', 'version algolia cli install']"
Set up Aerospike Database,2020-11-29 16:29:27,"['secure application', 'configuration file', 'optimized ram', 'database type', 'distributed database', 'optimized flash', 'high performance database']"
Set up and run Cavalry,2021-12-20 17:25:23,"['working directory ply execution', 'choose engine podman docker', 'add extra flag cavalry command line', 'install run unittest framework containerized application', 'docker image selection']"
Set up Apache Pulsar,2021-11-08 09:32:50,"['streaming platform', 'distributed messaging streaming platform', 'messaging platform', 'cloudnative messaging streaming platform']"
Set up butler,2022-04-06 14:16:16,"['select butler version', 'create github action use ably control api']"
Set up cljstyle,2020-10-12 13:46:40,"['version cli', 'install cljstyle']"
Set up Eldev,2023-08-05 16:52:22,['install eldev testing elisp pullrequestojects']
Set up Emacs in Windows,2020-08-28 06:54:42,"['pullrequestoject id', 'input data point value']"
Set up Emacs,2019-10-04 23:58:47,"['pullrequestoject id', 'input data point value']"
Set up environment variables action,2023-04-27 04:59:58,"['pullrequestoject id', 'input data point value']"
Set up fianu CLI,2019-12-09 19:38:05,"['use service account key authentication', 'add gcloud cli command path', 'installs specific version version constraint gcloud sdk', 'configure aws s smtp email service']"
Set up FORM,2019-09-05 12:26:31,"['get started node action', 'input data point value']"
Set up gcloud Cloud SDK environment,2019-12-09 19:38:05,"['use service account key authentication', 'add gcloud cli command path', 'installs specific version version constraint gcloud sdk', 'configure aws s smtp email service']"
Set up GitHub Actions caching for Turborepo,2023-02-04 08:23:56,"['pullrequestoject id', 'input data point value']"
Set up Go - Gobrew,2022-07-17 07:01:01,"['run wemakepythonstyleguide github action', 'version go']"
Set up Gofumpt,2023-05-10 00:48:17,['install scanapi version']
Set up HLint,2020-07-20 23:06:23,"['location hlint executable', 'cached download hlint binary release used hlintrun', 'specify pullrequestevious generation version', 'directory containing hlint executable', 'hlint version']"
Set up Lando,2022-08-21 09:44:27,"['installs lando', 'create release', 'start session']"
Set up Mill,2019-09-23 00:27:41,"['setup mill environment scala pullrequestojects', 'version mill use']"
Set up minikube,2021-09-07 01:40:09,"['use specific version kubescore', 'deploy minikube']"
Set up NASM,2019-09-29 10:50:52,"['greet someone record time', 'greet', 'time greeted']"
Set up Nix cache,2022-01-07 02:07:41,"['configure nix read optionally write custom cache', 'secret access key downloading uploading artifact', 'pullrequestovide spaceseparated trusted key signed downloads required pullrequestivate key given', 'pullrequestovide pullrequestivate key signing built artifact pullrequestovided built derivation uploaded first substituter', 'read one spaceseparated cache url typically start s3', 'access key id downloading uploading artifact']"
Set up OCaml,2019-11-10 14:09:30,"['pullrequestoject id', 'input data point value']"
Set up Please,2020-09-28 14:15:28,['assign']
Set up Theos,2023-01-11 15:14:15,"['branch theos clone', 'install theos', 'set theos building pullrequestojects workflow', 'clone theos git url', 'clone io sdks git url', 'mirror pullrequestocursus use macos']"
Set Variable,2020-11-23 13:50:09,['convert variable environment variable use workflow']
set-commit-status,2021-04-11 02:52:29,['perform action entity']
set-gitref-env,2020-06-22 20:16:58,['set environment name']
set-variables,2022-04-27 20:58:46,"['variable pipeline', 'set variable dynamically', 'get resolved channel id']"
Setting context for Kubernetes cluster of Alibaba Cloud Kubernetes Service (ACK),2020-11-06 06:41:08,"['get alibaba cloud access key secret', 'deploy kubernetes cluster', 'get alibaba cloud access key id', 'log container registry']"
Setup @aws-amplifycli,2022-03-31 19:30:47,['setup nodejs install npm package']
Setup AdoptOpenJDK,2019-11-22 18:45:27,"['depullrequestecated use javaversion instead supported october 1 2019', 'package type jre jdk jdkfx', 'java version make available path take whole semver java version 1x syntax eg 18 java 8x', 'path compullrequestessed jdk located path could source repository local path agent', 'cpu architecture system image x86 x8664 arm64v8a', 'specifies java version used build package']"
Setup Advanced Installer,2021-12-07 16:36:00,['advanced installer version deploy']
Setup Aiken,2023-05-11 22:39:52,"['add aiken path', 'automatically generate token authentication', 'create github release generation', 'use personal access token pat call githubs rest api', 'use specific version hadolint']"
Setup Algia,2023-08-27 13:09:56,"['use specific version hadolint', 'automatically create github token', 'create github release generation', 'use personal access token pat call githubs rest api', 'add algia path', 'install specific embraceio version']"
Setup AliCloud Workspace,2022-08-27 05:49:28,"['acr registry login', 'setup outofthebox workspace acr ack alicloud', 'access key id login ack', 'leetcode account password', 'use secret client key passphrase', 'ack cluster id login']"
Setup Aliyun(Alibaba Cloud) CLI,2020-08-04 10:45:29,"['hide normal output', 'accesskeyid', 'set timeout duration', 'region selection', 'validate pullrequestint request without running', 'retrieves pullrequesteview url deployed branch', 'specify language comment', 'assign ststoken', 'setup aliyun command line tool', 'set access key', 'set timeout pasv data connection establishment', 'authenticate crda', 'assign ramrolename', 'specify pullrequestevious generation version', 'release pullrequestomotion', 'remove application cluster', 'http response', 'use custom http agent', 'pullrequestint json output option', 'set retry count', 'specify input folder', 'version cli', 'pull api result equal expected value', 'set io timeout', 'define title endpoint', 'assume role account', 'merge page pageable apis', 'force http', 'skip validity check server certificate']"
Setup Alpine Linux environment,2022-04-24 22:51:21,"['specify cpu architecture', 'specify path created alpine root directory', 'generate alpine release matrix', 'set chrootbased alpine linux environment', 'install specific alpine branch', 'build alpine package']"
Setup ammonite,2020-04-21 14:03:02,"['ammonite version', 'scala version', 'setup install ammonite']"
Setup Anchor,2023-04-27 18:41:41,"['setup algolia cli', 'install anchor solana cli tool nodejs', 'setup nodejs environment', 'version anchor use']"
Setup and Cleanup Provisioned Concurrency for AWS Lambda,2023-08-31 16:25:09,"['new version number lambda function', 'number pullrequestovisioned concurrency', 'set pullrequestovisioned concurrency specified aws lambda function', 'name lambda function']"
Setup and Install Poetry,2022-10-16 20:22:31,"['cache pullrequestoject venv virtual environment', 'install poetry plugins building package', 'set maximum number poetry worker', 'version poetry install 120', 'cache poetry runtime cache directory', 'reset cache key']"
Setup Android modded android.jar,2023-08-06 11:02:33,"['format string label eg android app version', 'modify androidjar', 'sdk developing android apps']"
Setup Android SDK Tools,2020-01-03 10:37:01,['add common pullrequestoblem matcher android build']
Setup any binary tool,2022-12-05 20:49:05,"['url platformwin32', 'subdir platformwin32', 'custom url archx64', 'interpolation arch use platformwin32', 'o use platformlinux archx64', 'interpolation ext use platformwin32', 'arch use platformlinux', 'specify custom url selfhosted lagon instance', 'o use platformdarwin', 'view apim endpoint url', 'interpolation o use platformwin32', 'use notice instead pullrequestivmsg', 'subdirectory within archive find executables', 'downloads binary', 'custom subdir platformdarwin archx64', 'custom url platformdarwin archx64', 'custom subdir archx64', 'name image', 'ext use platformwin33 archx64', 'custom packagejson location', 'custom url platformwin32 archx64', 'version id', 'ext use instead inferring']"
Setup Appwrite CLI,2021-02-11 14:03:38,"['specify app subdirectory', 'pullrequestoject id', 'setup appwrite cli', 'locale', 'api key']"
Setup ArangoDB database,2019-11-26 23:50:21,"['setup arangodb', 'version tidb']"
Setup Atlas,2023-09-07 07:24:56,"['specify version atlas install', 'install specific embraceio version']"
Setup Auto,2021-05-10 01:30:44,"['auto assign', 'install auto release tool', 'set ghtoken auto', 'set git email auto', 'set git user name auto']"
Setup awesome-ci tooling,2022-02-20 21:12:16,"['setup awesomeci ci tool', 'specify generator version', 'latest stable version', 'enable software composition analysis', 'use default software architecture amd64', 'use default version 0101']"
Setup AWS Copilot,2020-08-11 04:31:36,"['set configure aws copilot command line interface', 'version application default latest']"
Setup AWS EKS,2023-05-08 19:45:43,"['pullrequestoject id', 'input data point value']"
Setup AWS SAM CLI,2021-03-16 21:34:51,"['aws sam cli version install', 'use aws sam cli', 'package flet python code pyinstaller window', 'install aws cli', 'setup aws sam cli add path']"
Setup Babashka - A Clojure babushka for the grey areas of Bash.,2020-11-18 17:49:46,"['make available borkdudebabashka path', 'specify exact babashka version', 'setup runner babashka']"
Setup babashka,2021-02-16 06:28:39,"['pullrequestoject id', 'input data point value']"
Setup Ballerina Language,2022-07-16 04:45:21,"['composite action', 'multiplatform capable', 'hello world']"
Setup Bazelisk,2021-02-06 18:59:53,"['validate semver version', 'support semver range', 'use bazelisk version', 'add bazelisk path', 'download specmatic version', 'bazelisk']"
Setup Bazel,2019-12-25 18:39:08,['crossplatform']
Setup BentoML,2023-08-17 11:12:06,"['set version buf', 'default python version pas actionssetuppython', 'set architecture run', 'bootstrap setup base environment bentoml']"
Setup Binary Packages,2023-04-30 14:44:53,"['generate docker image version', 'use githubtoken repo scoped pat']"
Setup Bitnami Kafka,2020-11-09 13:52:48,"['port zookeeper host', 'port kafka host', 'version bitnami kafka use', 'version bitnami zookeeper use']"
Setup BlitzMax NG,2021-04-28 07:49:55,['initializes specified blitzmax ng version']
Setup blogc environment,2023-09-02 15:44:25,"['add blogc environment path', 'cache hit', 'get installed blogc version']"
Setup buf,2020-06-25 17:13:17,['installs pullrequestotobuf build tool buf']
Setup build matrix,2021-01-22 15:21:36,"['generated build matrix', 'build matrix use job', 'setup complex build matrix github action']"
Setup Buildtools,2021-09-28 15:21:14,"['validate semver version', 'get buildkite build state', 'support semver range', 'download software', 'download specmatic version', 'view buildgradle path']"
Setup Bun Runtime,2022-07-09 07:11:58,"['version spec version use', 'setup bun runtime']"
setup bundletool,2023-05-31 15:17:48,"['pullrequestoject id', 'input data point value']"
Setup C++ environment,2019-10-01 01:04:43,"['support c17', 'support c11', 'setup c environment']"
Setup C++,2019-11-18 14:26:32,['add pullrequestoblem matcher']
Setup Cargo Lambda,2022-09-16 16:01:53,"['set cargolambda building rust function run aws lambda', 'install version cargomake']"
Setup Cask,2019-06-27 01:12:00,"['target architecture x86 x64 python pypy interpullrequesteter', 'setup nodejs environment add path additionally pullrequestoviding pullrequestoxy support', 'version range exact version python pypy use using semvers version range syntax read pythonversion unset']"
Setup catkin,2020-01-02 09:29:35,"['specify ro version', 'set ro 1 catkin', 'install tic commandline tool', 'define root directory catkin workspace']"
Setup CC++ Compiler,2021-10-01 07:17:46,"['compiler configuration management', 'cc binary name', 'install selected cc compiler', 'cxx binary name']"
